date,channel,campaign,spend,clicks,sessions,orders,new_customers,attributed_revenue
2025-05-03,Influencer,Creator B,3828.65,97,1971,33,16,29009.29
2025-05-03,Affiliate,Coupon Partners,6935.35,35,924,6,3,5871.8
2025-05-03,Affiliate,Cashback Partners,12707.05,80,3391,48,29,42764.11
2025-05-04,Meta,Catalog Ads,7408.35,57,1121,21,12,22425.61
2025-05-04,Meta,New Collection,6614.35,77,2667,44,28,37431.94
2025-05-04,Google,Diwali Search,8057.23,71,4291,74,51,68429.48
2025-05-04,Organic,Email CRM,0.0,102,2932,33,16,41984.28
2025-05-04,Organic,,0.0,89,4465,75,52,113472.0
2025-05-04,Influencer,Creator A,3239.07,88,3599,48,28,47584.84
2025-05-04,Influencer,Creator B,14111.52,131,2911,41,21,47431.57
2025-05-04,Affiliate,Cashback Partners,10114.31,48,2365,16,11,19822.44
2025-05-04,Affiliate,Coupon Partners,5822.07,46,973,9,4,9490.4
2025-05-05,Meta,Always On,11223.37,102,1943,26,15,21861.12
2025-05-05,Meta,New Collection,2168.75,121,3072,21,14,17877.13
2025-05-05,Google,Diwali Search,3949.77,193,4445,70,35,86230.43
2025-05-05,Organic,WhatsApp Community,0.0,259,5950,101,68,155329.01
2025-05-05,Influencer,Micro Influencer Push,9226.79,183,3342,60,30,68212.93
2025-05-05,Affiliate,Deal Week,5233.31,111,3869,29,19,31991.57
2025-05-06,Meta,Catalog Ads,15761.96,92,4299,79,35,69916.61
2025-05-06,Google,Brand Search,2193.14,76,2137,15,7,15047.66
2025-05-06,Google,Performance Max,8061.1,32,885,11,6,12726.29
2025-05-06,Organic,Direct,0.0,116,5253,89,60,127514.26
2025-05-06,Influencer,Micro Influencer Push,5805.34,154,3887,27,13,24580.72
2025-05-06,Affiliate,Fashion Blogs,4952.4,62,3999,25,17,26701.79
2025-05-07,Meta,Always On,11893.72,157,3012,19,10,16627.3
2025-05-07,Google,Performance Max,5874.16,23,903,12,7,14728.42
2025-05-07,Organic,Instagram Organic,0.0,27,1599,27,14,34493.13
2025-05-07,Influencer,Celebrity Drop,11635.06,46,2360,18,8,20259.43
2025-05-07,Affiliate,Fashion Blogs,10866.22,69,2811,22,15,19968.54
2025-05-08,Meta,Catalog Ads,8269.25,14,532,7,4,7538.34
2025-05-08,Google,Brand Search,7907.92,52,3212,29,18,31781.2
2025-05-08,Organic,Email CRM,0.0,155,5937,92,55,129800.13
2025-05-08,Influencer,Festive Creators,10842.94,10,450,9,5,10494.54
2025-05-08,Affiliate,Coupon Partners,5291.53,24,792,13,8,15539.08
2025-05-09,Meta,Always On,7697.3,69,2262,40,27,47279.68
2025-05-09,Meta,Catalog Ads,2579.29,96,3362,43,27,40914.02
2025-05-09,Google,Generic Search,10803.65,106,3784,64,37,72531.73
2025-05-09,Organic,SEO Content,0.0,79,4233,36,22,41669.24
2025-05-09,Organic,Email CRM,0.0,29,1815,13,8,19381.71
2025-05-09,Influencer,Micro Influencer Push,6603.6,101,4370,64,35,65021.15
2025-05-09,Affiliate,Cashback Partners,1310.1,103,2280,15,9,16049.43
2025-05-10,Meta,,16614.3,92,1693,30,17,25970.74
2025-05-10,Google,Performance Max,2760.55,115,2213,33,22,32531.55
2025-05-10,Organic,Email CRM,0.0,112,3188,59,42,85971.78
2025-05-10,Influencer,Creator A,5443.2,59,1637,17,12,15796.42
2025-05-10,Affiliate,Fashion Blogs,4660.5,69,2513,31,21,26729.58
2025-05-10,Affiliate,Coupon Partners,3149.98,191,4165,65,39,58465.92
2025-05-11,Meta,Retargeting,7914.97,156,3426,32,21,36794.71
2025-05-11,Meta,Festive Fashion,5235.41,176,3603,47,23,49246.23
2025-05-11,Google,Performance Max,7814.46,134,2634,39,22,31841.33
2025-05-11,Google,Brand Search,9153.83,28,853,16,8,18443.75
2025-05-11,Organic,SEO Content,0.0,255,5581,88,37,102159.05
2025-05-11,Influencer,Celebrity Drop,6981.58,212,4487,34,24,40566.82
2025-05-11,Affiliate,Deal Week,4660.68,16,581,7,5,8175.3
2025-05-12,Meta,Retargeting,4652.06,209,4004,55,32,68325.96
2025-05-12,Meta,New Collection,6980.79,60,3206,26,13,27660.58
2025-05-12,Google,Generic Search,3772.44,86,1564,18,12,22126.75
2025-05-12,Organic,Instagram Organic,0.0,133,2903,28,16,43638.16
2025-05-12,Organic,Direct,0.0,34,1836,14,10,21443.99
2025-05-12,Influencer,Celebrity Drop,5496.77,24,577,8,6,9485.35
2025-05-12,Affiliate,Fashion Blogs,8661.95,14,836,7,4,8081.3
2025-05-13,Meta,Retargeting,5716.36,143,3129,43,21,49326.99
2025-05-13,Google,Remarketing,9104.1,211,4496,37,19,44404.1
2025-05-13,Organic,WhatsApp Community,0.0,210,5362,83,37,108241.29
2025-05-13,Organic,Direct,0.0,284,5760,49,27,71916.73
2025-05-13,Influencer,Festive Creators,6292.9,18,959,17,7,18486.76
2025-05-13,Affiliate,Coupon Partners,3733.3,80,3065,20,9,22608.69
2025-05-14,Meta,Festive Fashion,15263.23,93,2955,38,19,45327.82
2025-05-14,Google,Generic Search,6569.32,13,770,8,4,9529.01
2025-05-14,Organic,Email CRM,0.0,193,5875,53,34,76889.56
2025-05-14,Organic,Instagram Organic,0.0,148,5774,70,32,85511.31
2025-05-14,Influencer,Festive Creators,8795.1,121,3940,67,46,59267.24
2025-05-14,Influencer,Celebrity Drop,13486.23,17,518,10,5,12238.79
2025-05-14,Affiliate,Cashback Partners,2489.42,71,1408,14,7,11679.81
2025-05-15,Meta,Flash Sale,5303.9,36,1387,11,5,11553.69
2025-05-15,Google,Shopping Ads,8640.27,115,2258,35,22,29599.7
2025-05-15,Organic,WhatsApp Community,0.0,171,5351,73,36,91003.96
2025-05-15,Influencer,Creator A,11697.8,110,3902,34,19,33237.25
2025-05-15,Affiliate,Deal Week,7075.01,126,3584,57,26,47990.0
2025-05-16,Meta,Catalog Ads,2378.14,118,3714,48,34,52368.11
2025-05-16,Google,Remarketing,5597.84,31,1212,18,8,20295.54
2025-05-16,Google,Brand Search,2798.26,16,459,5,3,4413.16
2025-05-16,Organic,Email CRM,0.0,68,3217,38,26,56680.92
2025-05-16,Influencer,Creator B,11958.66,46,1584,13,7,11502.01
2025-05-16,Affiliate,Cashback Partners,7266.29,116,3090,49,25,42456.41
2025-05-17,Meta,Lookalike,6114.25,130,4128,33,22,28737.7
2025-05-17,Google,Diwali Search,6595.92,26,548,9,5,9624.98
2025-05-17,Organic,SEO Content,0.0,48,1880,31,13,50120.05
2025-05-17,Influencer,Creator B,3216.89,23,422,7,4,7479.37
2025-05-17,Influencer,Micro Influencer Push,5990.99,48,1040,7,3,8133.24
2025-05-17,Affiliate,Cashback Partners,5209.16,33,611,6,4,6396.6
2025-05-17,Affiliate,Deal Week,5817.07,183,3761,46,28,53203.7
2025-05-18,Meta,Lookalike,10943.97,60,2884,40,24,49415.61
2025-05-18,Meta,Always On,6607.13,159,4418,80,38,78235.19
2025-05-18,Google,Performance Max,2777.26,80,3686,40,25,34878.93
2025-05-18,Organic,SEO Content,0.0,193,4047,71,44,102108.09
2025-05-18,Organic,Email CRM,0.0,78,2026,17,7,24376.41
2025-05-18,Influencer,Micro Influencer Push,7446.56,40,1579,17,12,17792.03
2025-05-18,Affiliate,Cashback Partners,17442.76,203,3882,26,16,23063.32
2025-05-19,Meta,Festive Fashion,10516.83,28,1404,22,15,26265.33
2025-05-19,Google,,7889.36,24,634,5,3,6133.48
2025-05-19,Organic,Instagram Organic,0.0,145,3313,31,14,45673.57
2025-05-19,Influencer,Creator B,6022.84,64,3683,59,37,52923.48
2025-05-19,Influencer,Celebrity Drop,4629.79,170,4369,57,37,51305.86
2025-05-19,Affiliate,Fashion Blogs,4304.15,200,4203,26,14,25385.99
2025-05-20,Meta,New Collection,7901.93,16,892,6,3,7087.09
2025-05-20,Google,Performance Max,10411.69,127,3565,45,30,48063.21
2025-05-20,Organic,Direct,0.0,108,4245,43,21,58922.43
2025-05-20,Influencer,,9487.21,135,3262,27,14,27378.02
2025-05-20,Affiliate,Coupon Partners,4210.8,74,3761,53,32,44825.53
2025-05-21,Meta,Lookalike,5976.25,201,3835,35,16,34462.63
2025-05-21,Google,Generic Search,8100.6,113,2230,31,14,30487.32
2025-05-21,Google,Diwali Search,11111.56,13,564,6,3,6546.64
2025-05-21,Organic,WhatsApp Community,0.0,160,5727,49,34,57677.22
2025-05-21,Influencer,Celebrity Drop,5978.22,47,1227,10,5,11906.47
2025-05-21,Influencer,Festive Creators,9589.55,38,866,8,5,6505.64
2025-05-21,Affiliate,Cashback Partners,12213.1,30,912,6,5,6878.09
2025-05-22,Meta,Catalog Ads,5493.52,69,3259,33,20,26928.37
2025-05-22,Google,Generic Search,4825.6,47,2468,44,25,41352.71
2025-05-22,Google,Performance Max,1841.81,144,2613,44,26,52483.41
2025-05-22,Organic,Email CRM,0.0,79,2374,26,14,35054.55
2025-05-22,Influencer,Festive Creators,9144.06,132,2647,36,22,31740.11
2025-05-22,Influencer,Celebrity Drop,3887.49,102,2983,40,29,40873.17
2025-05-22,Affiliate,Fashion Blogs,3874.42,39,752,13,8,14604.77
2025-05-22,Affiliate,Cashback Partners,8912.32,72,3889,36,20,43853.93
2025-05-23,Meta,New Collection,8390.24,44,2240,22,12,23868.61
2025-05-23,Meta,Retargeting,5688.79,54,1036,11,7,8985.88
2025-05-23,Google,Remarketing,7373.9,198,3734,25,12,25643.74
2025-05-23,Organic,SEO Content,0.0,60,2184,22,15,35202.77
2025-05-23,Influencer,Celebrity Drop,3495.17,18,617,11,5,9097.62
2025-05-23,Affiliate,Deal Week,7031.51,39,1191,22,14,23522.23
2025-05-23,Affiliate,Cashback Partners,5051.72,15,464,4,3,4590.53
2025-05-24,Meta,Festive Fashion,6224.69,34,1510,18,10,14794.26
2025-05-24,Google,Generic Search,12178.8,41,809,9,5,10355.08
2025-05-24,Google,Performance Max,3833.8,83,3310,41,28,45781.5
2025-05-24,Organic,Direct,0.0,201,4647,62,33,96253.35
2025-05-24,Influencer,Creator B,10460.15,78,4418,28,14,25582.13
2025-05-24,Affiliate,Fashion Blogs,3807.45,57,3472,59,34,57766.82
2025-05-25,Meta,Always On,2618.18,120,2907,54,30,46369.76
2025-05-25,Google,Generic Search,6280.69,71,2488,36,23,32798.9
2025-05-25,Organic,Direct,0.0,38,932,14,6,22591.96
2025-05-25,Influencer,Celebrity Drop,3731.63,13,687,9,5,8518.45
2025-05-25,Affiliate,Fashion Blogs,2224.91,155,2926,31,21,27373.24
2025-05-26,Meta,Flash Sale,15382.27,19,417,4,2,3556.08
2025-05-26,Google,Performance Max,5299.78,29,573,8,5,9619.14
2025-05-26,Organic,SEO Content,0.0,77,3788,25,16,30660.39
2025-05-26,Organic,Direct,0.0,131,4704,79,54,110835.33
2025-05-26,Influencer,Celebrity Drop,8981.63,68,2281,26,16,31790.02
2025-05-26,Affiliate,Coupon Partners,3690.73,121,3309,38,25,34621.6
2025-05-27,Meta,Diwali Sale,4536.42,56,2087,22,11,21668.09
2025-05-27,Google,,18509.14,19,1109,21,11,24438.25
2025-05-27,Organic,WhatsApp Community,0.0,110,3709,31,22,44713.29
2025-05-27,Influencer,Micro Influencer Push,5130.16,20,776,6,4,5455.23
2025-05-27,Affiliate,Fashion Blogs,4043.45,108,3558,29,17,28074.34
2025-05-28,Meta,Always On,2040.16,26,1152,17,10,17445.36
2025-05-28,Google,Brand Search,12459.88,49,1943,37,21,39920.18
2025-05-28,Organic,SEO Content,0.0,115,2858,26,12,32629.03
2025-05-28,Influencer,Creator B,7819.83,86,2827,50,35,49783.89
2025-05-28,Affiliate,Deal Week,9900.83,66,2280,22,15,20286.1
2025-05-29,Meta,New Collection,7610.83,95,2626,38,21,39574.03
2025-05-29,Google,Shopping Ads,4845.93,166,3614,24,12,21660.87
2025-05-29,Google,Generic Search,8797.44,44,1443,18,10,21374.43
2025-05-29,Organic,Instagram Organic,0.0,197,5125,75,34,93786.38
2025-05-29,Influencer,Celebrity Drop,7479.47,213,3978,52,33,51294.55
2025-05-29,Affiliate,Coupon Partners,6342.08,99,2746,25,15,28364.45
2025-05-29,Affiliate,Cashback Partners,8498.64,115,2230,38,19,30746.75
2025-05-30,Meta,Catalog Ads,13476.83,47,995,19,11,18192.66
2025-05-30,Google,Diwali Search,5525.34,25,1417,17,12,16993.77
2025-05-30,Organic,Direct,0.0,90,2792,40,19,61640.66
2025-05-30,Influencer,Celebrity Drop,12485.83,112,2619,43,24,48815.27
2025-05-30,Affiliate,Fashion Blogs,4774.67,89,1635,15,9,18440.41
2025-05-31,Meta,Catalog Ads,3134.33,71,2115,37,17,36005.44
2025-05-31,Google,Brand Search,4042.79,52,2769,27,16,25925.27
2025-05-31,Organic,WhatsApp Community,0.0,170,4523,73,44,108472.59
2025-05-31,Influencer,Creator B,4721.59,66,3269,25,12,23242.65
2025-05-31,Influencer,Micro Influencer Push,8548.73,66,1455,14,7,12154.74
2025-05-31,Affiliate,Fashion Blogs,10819.06,108,3061,40,27,49152.13
2025-06-01,Meta,Festive Fashion,10607.39,97,2214,29,15,33697.12
2025-06-01,Meta,Lookalike,4318.9,212,4256,73,44,89605.03
2025-06-01,Google,Brand Search,8424.52,42,1047,20,12,18036.44
2025-06-01,Organic,WhatsApp Community,0.0,129,3267,24,16,35366.25
2025-06-01,Influencer,Creator B,7937.41,104,2292,22,14,21962.53
2025-06-01,Affiliate,Fashion Blogs,4128.21,121,2484,27,18,32846.12
2025-06-01,Affiliate,Coupon Partners,12060.18,161,3232,40,24,34674.63
2025-06-02,Meta,Catalog Ads,1233.29,34,2056,26,14,22296.85
2025-06-02,Google,Performance Max,1747.14,154,4146,71,38,59381.93
2025-06-02,Google,Shopping Ads,4533.21,55,2344,38,20,43411.18
2025-06-02,Organic,WhatsApp Community,0.0,51,1035,7,4,8984.46
2025-06-02,Influencer,Celebrity Drop,2683.54,36,888,11,5,12229.58
2025-06-02,Affiliate,Coupon Partners,4483.25,140,4390,62,34,51427.74
2025-06-03,Meta,Festive Fashion,3612.89,21,949,12,6,13488.63
2025-06-03,Meta,Retargeting,9466.27,122,4286,33,14,33108.73
2025-06-03,Google,Shopping Ads,10018.73,66,1540,17,9,14882.98
2025-06-03,Google,Generic Search,9964.87,18,782,9,6,8422.25
2025-06-03,Organic,Direct,0.0,68,3605,31,18,43504.93
2025-06-03,Organic,Email CRM,0.0,58,1152,18,12,20907.63
2025-06-03,Influencer,Festive Creators,8556.63,98,2154,22,13,27113.07
2025-06-03,Affiliate,Deal Week,6052.03,83,3620,50,34,50738.78
2025-06-04,Meta,Catalog Ads,15703.19,78,2905,37,25,35877.79
2025-06-04,Google,Performance Max,3712.67,110,2043,36,16,39672.55
2025-06-04,Google,Brand Search,16495.36,130,3001,23,17,25117.61
2025-06-04,Organic,Direct,0.0,223,5647,43,18,52243.84
2025-06-04,Organic,Instagram Organic,0.0,108,3967,40,24,56365.02
2025-06-04,Influencer,Creator B,4964.18,28,1029,12,8,10958.71
2025-06-04,Affiliate,Coupon Partners,4426.7,34,2076,21,11,20391.54
2025-06-05,Meta,Lookalike,3746.67,170,3844,61,37,68112.9
2025-06-05,Google,Generic Search,6116.94,22,1292,12,7,12613.34
2025-06-05,Organic,WhatsApp Community,0.0,42,2797,20,9,26096.72
2025-06-05,Organic,Direct,0.0,149,3379,39,17,63680.56
2025-06-05,Influencer,,1826.52,152,2866,46,21,47301.39
2025-06-05,Influencer,Festive Creators,15326.79,77,1699,29,13,27447.42
2025-06-05,Affiliate,Deal Week,12798.36,141,4173,65,39,78482.95
2025-06-05,Affiliate,Fashion Blogs,4595.08,19,547,7,4,7286.88
2025-06-06,Meta,Always On,11151.58,53,1624,25,14,29669.54
2025-06-06,Google,Shopping Ads,3801.41,59,2115,32,20,31283.12
2025-06-06,Google,Remarketing,6289.22,85,2356,22,9,25736.54
2025-06-06,Organic,WhatsApp Community,0.0,131,4057,54,27,74830.09
2025-06-06,Organic,Direct,0.0,87,2226,36,23,42904.15
2025-06-06,Influencer,Creator A,6664.45,67,1324,14,10,11765.89
2025-06-06,Influencer,Celebrity Drop,6914.89,43,790,12,7,9839.57
2025-06-06,Affiliate,Fashion Blogs,12650.17,50,2747,34,15,41141.33
2025-06-07,Meta,Always On,11336.38,56,1838,23,15,25788.29
2025-06-07,Meta,Diwali Sale,10861.89,60,2719,20,14,21617.74
2025-06-07,Google,,18443.05,82,2817,42,23,43687.0
2025-06-07,Organic,SEO Content,0.0,63,2370,41,20,47515.77
2025-06-07,Influencer,Celebrity Drop,12864.92,58,2642,21,9,22824.02
2025-06-07,Influencer,Festive Creators,16444.55,139,3056,33,20,38592.38
2025-06-07,Affiliate,Cashback Partners,987.04,98,2807,19,13,20301.1
2025-06-07,Affiliate,Deal Week,2235.15,159,3074,20,12,22703.45
2025-06-08,Meta,Lookalike,2365.26,48,2928,55,29,51127.17
2025-06-08,Meta,,3927.2,30,1696,21,13,25945.41
2025-06-08,Google,Remarketing,12279.13,44,1409,15,10,12301.1
2025-06-08,Google,Generic Search,17265.3,66,3628,35,20,34160.45
2025-06-08,Organic,SEO Content,0.0,77,3035,57,38,86219.85
2025-06-08,Influencer,Celebrity Drop,8820.22,144,2651,25,13,22135.46
2025-06-08,Affiliate,Cashback Partners,4819.79,28,1207,19,10,16495.61
2025-06-09,Meta,Catalog Ads,7307.68,50,2168,21,13,20301.03
2025-06-09,Meta,Festive Fashion,8350.1,98,2571,18,10,17897.59
2025-06-09,Google,Performance Max,8060.55,104,2966,44,32,53522.84
2025-06-09,Organic,WhatsApp Community,0.0,85,2218,14,8,17300.55
2025-06-09,Organic,Direct,0.0,143,4765,71,38,88317.34
2025-06-09,Influencer,Festive Creators,11854.97,209,4343,40,22,49353.22
2025-06-09,Affiliate,Fashion Blogs,6870.79,51,2502,40,23,43537.41
2025-06-10,Meta,Diwali Sale,7697.36,119,3714,60,32,71409.89
2025-06-10,Google,Shopping Ads,7307.48,146,3420,53,34,48454.26
2025-06-10,Organic,WhatsApp Community,0.0,71,1429,9,5,12257.13
2025-06-10,Organic,Direct,0.0,152,5115,78,42,99998.36
2025-06-10,Influencer,Micro Influencer Push,2239.09,35,925,18,11,14579.17
2025-06-10,Influencer,Creator A,11739.95,74,4176,38,17,42416.02
2025-06-10,Affiliate,Deal Week,11559.96,85,3885,37,23,31748.17
2025-06-11,Meta,Flash Sale,3706.28,44,2464,41,24,42922.91
2025-06-11,Google,Performance Max,6516.47,150,3406,28,16,31137.63
2025-06-11,Google,Brand Search,1920.17,67,2533,37,24,30348.2
2025-06-11,Organic,SEO Content,0.0,118,2677,43,28,62706.41
2025-06-11,Influencer,Creator A,3765.68,65,3679,24,16,26564.3
2025-06-11,Affiliate,Fashion Blogs,3189.15,70,1408,19,10,22747.39
2025-06-12,Meta,Retargeting,3524.81,82,1689,23,12,21565.03
2025-06-12,Google,Remarketing,2381.13,47,2529,25,16,30859.41
2025-06-12,Google,Shopping Ads,6288.38,61,3833,67,40,78883.32
2025-06-12,Organic,Email CRM,0.0,65,3762,31,19,43178.23
2025-06-12,Influencer,Festive Creators,3042.45,119,2425,26,16,25437.48
2025-06-12,Influencer,Creator B,6378.77,14,570,10,6,11186.98
2025-06-12,Affiliate,Coupon Partners,9835.93,32,875,8,4,9319.2
2025-06-12,Affiliate,Fashion Blogs,7263.32,20,629,11,6,10333.39
2025-06-13,Meta,Diwali Sale,7594.74,33,695,5,3,6212.8
2025-06-13,Google,Brand Search,9190.62,137,3960,49,27,59071.25
2025-06-13,Google,Shopping Ads,8352.86,135,3852,27,17,27526.67
2025-06-13,Organic,SEO Content,0.0,93,1704,25,14,30143.13
2025-06-13,Influencer,Celebrity Drop,4824.85,13,627,10,6,10364.36
2025-06-13,Affiliate,Coupon Partners,2905.86,35,718,12,8,13687.23
2025-06-13,Affiliate,Cashback Partners,9700.73,26,1550,29,19,33919.64
2025-06-14,Meta,Retargeting,2546.77,93,2717,40,23,32650.37
2025-06-14,Meta,Flash Sale,13670.26,89,1769,29,20,24384.38
2025-06-14,Google,Diwali Search,11100.65,100,2398,30,17,28619.44
2025-06-14,Organic,Direct,0.0,122,2865,51,34,78660.89
2025-06-14,Influencer,Creator A,11160.72,87,3396,49,23,48076.61
2025-06-14,Affiliate,Fashion Blogs,1670.53,54,1686,30,15,35887.67
2025-06-15,Meta,Flash Sale,7211.38,20,672,6,3,6056.18
2025-06-15,Google,Brand Search,2544.81,124,3445,43,20,40121.03
2025-06-15,Google,Diwali Search,5924.74,137,4101,64,36,76929.91
2025-06-15,Organic,SEO Content,0.0,133,4748,41,20,55880.11
2025-06-15,Influencer,Celebrity Drop,6540.04,60,2190,19,12,18326.28
2025-06-15,Affiliate,Fashion Blogs,3464.48,95,3791,71,34,58615.71
2025-06-16,Meta,Catalog Ads,1219.56,98,3295,39,18,33338.08
2025-06-16,Meta,Lookalike,3592.55,82,3911,33,23,28620.86
2025-06-16,Google,Diwali Search,11096.58,105,2102,22,14,21262.0
2025-06-16,Google,Generic Search,3914.87,75,1926,22,15,23607.57
2025-06-16,Organic,SEO Content,0.0,46,2280,32,18,46573.35
2025-06-16,Influencer,Celebrity Drop,5900.99,44,1029,19,8,15862.33
2025-06-16,Influencer,Festive Creators,1322.4,68,1381,26,16,23984.38
2025-06-16,Affiliate,Fashion Blogs,3958.27,70,2863,42,25,41400.72
2025-06-17,Meta,Flash Sale,4494.97,66,3140,48,20,59631.06
2025-06-17,Google,Performance Max,7324.05,14,890,9,6,8809.48
2025-06-17,Google,Generic Search,3597.33,42,2484,43,26,36346.4
2025-06-17,Organic,WhatsApp Community,0.0,72,1574,14,9,16127.6
2025-06-17,Influencer,,8371.44,134,2457,18,10,21786.86
2025-06-17,Affiliate,Fashion Blogs,6146.7,73,4329,81,49,93306.36
2025-06-17,Affiliate,Cashback Partners,9859.39,32,714,13,6,15258.15
2025-06-18,Meta,,8769.29,80,4481,45,32,54637.14
2025-06-18,Google,Performance Max,3524.33,87,2243,33,18,35835.16
2025-06-18,Organic,Email CRM,0.0,161,3561,43,20,62917.6
2025-06-18,Influencer,Celebrity Drop,9224.72,63,2140,22,10,18055.0
2025-06-18,Affiliate,Coupon Partners,8129.78,26,1674,17,10,19942.65
2025-06-18,Affiliate,Cashback Partners,7281.41,138,3559,28,20,33119.67
2025-06-19,Meta,Always On,12683.53,176,3219,43,30,51990.81
2025-06-19,Google,Performance Max,5149.79,25,990,12,8,12195.39
2025-06-19,Organic,Direct,0.0,39,1728,22,16,28411.35
2025-06-19,Influencer,Festive Creators,8767.08,70,3487,31,20,27646.39
2025-06-19,Influencer,Creator B,13527.67,74,1990,36,19,38564.04
2025-06-19,Affiliate,Cashback Partners,7941.52,163,4195,60,36,57823.94
2025-06-20,Meta,Lookalike,16887.73,141,3027,54,24,57680.9
2025-06-20,Meta,Retargeting,6929.19,80,1767,13,7,14339.89
2025-06-20,Google,Brand Search,1510.65,22,443,6,4,5751.86
2025-06-20,Organic,Email CRM,0.0,118,2505,43,21,60078.97
2025-06-20,Influencer,Festive Creators,11201.31,31,1257,13,9,12317.29
2025-06-20,Influencer,Celebrity Drop,12269.98,130,3501,30,22,32939.0
2025-06-20,Affiliate,Deal Week,9092.76,69,2552,24,13,26487.5
2025-06-21,Meta,Diwali Sale,4852.42,65,2313,22,14,24903.54
2025-06-21,Meta,Flash Sale,6622.21,56,1071,13,7,11201.88
2025-06-21,Google,Brand Search,5304.78,140,3317,34,16,39641.32
2025-06-21,Google,Remarketing,7107.87,58,1080,11,6,12194.63
2025-06-21,Organic,SEO Content,0.0,101,3197,46,23,59747.57
2025-06-21,Influencer,Creator B,9639.77,140,3828,26,13,24793.58
2025-06-21,Affiliate,Cashback Partners,5631.8,144,4173,44,21,44494.78
2025-06-22,Meta,,2613.49,86,4455,67,30,64628.16
2025-06-22,Google,Remarketing,12187.07,106,4327,36,18,30876.23
2025-06-22,Google,,6201.27,97,2679,24,17,21533.08
2025-06-22,Organic,Instagram Organic,0.0,67,3776,33,15,54388.3
2025-06-22,Organic,WhatsApp Community,0.0,217,4160,25,13,31635.53
2025-06-22,Influencer,Festive Creators,11456.99,74,3686,45,26,41540.92
2025-06-22,Affiliate,Cashback Partners,4624.87,102,4460,29,16,33830.24
2025-06-23,Meta,Flash Sale,4417.6,140,3068,30,17,31127.77
2025-06-23,Google,Generic Search,9046.77,18,980,19,8,18861.02
2025-06-23,Organic,SEO Content,0.0,222,4350,78,48,125301.52
2025-06-23,Organic,Direct,0.0,229,5205,46,27,74013.23
2025-06-23,Influencer,Micro Influencer Push,7738.16,68,3856,39,24,33690.97
2025-06-23,Affiliate,Cashback Partners,2748.4,86,2009,24,14,21694.29
2025-06-23,Affiliate,Fashion Blogs,7637.48,70,1747,30,17,27116.52
2025-06-24,Meta,Catalog Ads,6885.25,33,728,12,7,12837.92
2025-06-24,Google,Brand Search,7104.4,184,3825,29,14,29261.24
2025-06-24,Google,Performance Max,929.59,153,3496,27,15,26364.32
2025-06-24,Organic,Instagram Organic,0.0,48,1237,14,6,19047.0
2025-06-24,Influencer,Celebrity Drop,4017.38,61,2178,38,20,46837.79
2025-06-24,Affiliate,Coupon Partners,7639.34,101,2366,42,26,39655.92
2025-06-25,Meta,,5414.53,124,2324,17,8,17590.92
2025-06-25,Google,Shopping Ads,4195.73,160,4167,56,25,56966.01
2025-06-25,Organic,WhatsApp Community,0.0,114,2747,22,14,28644.03
2025-06-25,Organic,SEO Content,0.0,29,905,14,8,18767.25
2025-06-25,Influencer,Micro Influencer Push,4607.45,52,1141,21,14,23658.49
2025-06-25,Affiliate,Coupon Partners,5637.65,77,1400,17,12,15209.05
2025-06-26,Meta,Diwali Sale,11317.36,88,4119,29,21,29101.47
2025-06-26,Google,Brand Search,9323.89,98,4256,58,32,67436.19
2025-06-26,Google,Generic Search,2528.42,21,583,7,3,6816.56
2025-06-26,Organic,Email CRM,0.0,32,948,16,10,26314.71
2025-06-26,Influencer,Creator A,4575.55,51,1354,14,9,13530.06
2025-06-26,Affiliate,Deal Week,5821.92,20,1189,21,13,21521.95
2025-06-27,Meta,Lookalike,19774.43,50,1597,16,8,16234.89
2025-06-27,Meta,Always On,2668.41,46,1196,10,4,9967.15
2025-06-27,Google,Brand Search,7512.02,93,2409,24,12,28268.21
2025-06-27,Organic,Email CRM,0.0,82,1982,13,6,18972.18
2025-06-27,Influencer,Celebrity Drop,7911.13,123,2804,27,13,28502.02
2025-06-27,Influencer,Micro Influencer Push,10972.47,137,3365,49,34,52823.26
2025-06-27,Affiliate,Coupon Partners,5100.62,113,2422,19,8,22425.7
2025-06-28,Meta,New Collection,7982.76,18,457,4,2,4295.57
2025-06-28,Google,Brand Search,1970.83,27,744,6,4,7368.81
2025-06-28,Google,Remarketing,4808.86,59,1502,11,6,13084.6
2025-06-28,Organic,Direct,0.0,75,3950,69,40,98144.92
2025-06-28,Organic,,0.0,142,5462,100,63,116795.89
2025-06-28,Influencer,Micro Influencer Push,2087.07,139,3858,26,13,31913.87
2025-06-28,Affiliate,Fashion Blogs,2800.9,195,3901,62,35,56986.02
2025-06-29,Meta,Retargeting,7824.13,127,3014,47,32,50493.77
2025-06-29,Google,Performance Max,5817.04,50,2680,51,33,47427.35
2025-06-29,Organic,Email CRM,0.0,187,4845,51,34,80270.0
2025-06-29,Organic,Direct,0.0,100,4196,41,29,48868.01
2025-06-29,Influencer,Festive Creators,2239.56,140,3147,38,20,42896.1
2025-06-29,Affiliate,Coupon Partners,7110.48,176,3657,63,41,62409.6
2025-06-30,Meta,Retargeting,5967.36,137,3527,55,33,58534.66
2025-06-30,Meta,Diwali Sale,4993.14,113,2916,36,22,29427.12
2025-06-30,Google,Brand Search,15492.15,18,638,6,4,6670.86
2025-06-30,Google,Generic Search,17041.63,111,3372,52,34,53254.15
